uti,reporting_counterparty,counterparty,trade_date,notional,product_type
UTI000164518F2MXKQRGSVBUHW4G3C1,Citigroup,Client_336,2024-11-23 14:34:14,6754507.66,Repo
UTI0001645285HWJC8O3O59RCX5X6V8,BankofAmerica,Client_414,2024-02-02 22:54:46,7324798.21,FXForward
UTI00016453IUC8Q2RJ3N2YQ263K4ZG,GoldmanSachs,Client_133,2025-03-29 17:24:00,7516551.41,Bond
UTI000164540X0WZ86NQ21V4N7497XA,HSBC,Client_167,2024-01-07 13:40:19,480983.06,CommoditySwap
UTI00016455OE8UYNA8709HQ99ENPEL,Citigroup,Client_383,2025-05-29 07:11:55,9279105.84,EquitySwap
UTI00016456TSTCDQ8JMS84K8CWR16E,MorganStanley,Client_208,2024-12-23 01:14:09,8493583.9,Repo
UTI000164578I1TDVL8WA5SPDN2ODI4,DeutscheBank,Client_299,2024-12-16 09:33:48,788284.09,CDS
UTI00016458LMTITBVX4Y6U74ZWJKME,Citigroup,Client_38,2024-10-15 02:34:25,8137285.63,EquitySwap
UTI00016459TNS88BHRSL393U6E4TG4,Citigroup,Client_319,2024-06-27 21:21:52,2311183.13,FXForward
UTI00016460QUGGNR33SXIJH474E4NC,DeutscheBank,Client_456,2024-12-13 13:41:51,6030595.82,Repo
UTI00016461HNM7HALNLWYW58JO133X,JPMorgan,Client_398,2024-12-30 00:28:56,360766.01,CommoditySwap
UTI00016462QTPCMRJUSUZASX44J45F,CreditSuisse,Client_178,2024-09-10 20:12:31,197444.17,Repo
UTI00016463Q8SHQV8OVZ0PFYXLIJOW,BankofAmerica,Client_249,,8626805.3,CommoditySwap
SHORT,Citigroup,Client_158,2024-10-16 03:05:59,824229.93,
UTI00016465Y4R8RRK7M62JYJI8H41T,MorganStanley,Client_305,2024-05-17 08:45:15,2683604.23,FXForward
UTI00016466RE2BX5C2BPO9RSXTTCWE,BankofAmerica,Client_115,2025-05-23 00:48:02,5481772.8,CommoditySwap
UTI000164671GY1BX11FL3YHCXWZPKQ,Citigroup,Client_362,2025-03-30 02:26:58,9056197.81,Repo
UTI000164687UX02M1RQEAWWY2KQZA1,BNPParibas,Client_110,2024-08-29 10:37:42,6904824.44,IRS
UTI00016469PTXN9W06D5LRRO26Z2WU,DeutscheBank,Client_191,2024-04-11 20:17:49,1961303.49,FXForward
UTI000164703RC9D73GHP31O3LNRVTN,CreditSuisse,Client_486,2024-07-13 01:41:48,7246150.09,CommoditySwap
UTI00016471C4RVEKZS3FKY9S689P8S,GoldmanSachs,Client_340,2024-06-02 22:46:41,5354560.61,EquitySwap
UTI00016472MIN4FGR5EM5DKZ3KWPPB,UBS,Client_349,2024-08-13 21:38:09,7026864.11,CDS
UTI00016473DY1Z7S17N2M9KLZTLK14,HSBC,Client_211,2024-08-06 22:36:44,4994173.61,FXForward
UTI00016474EMDWCY2BZRWI2OCVFN1W,BankofAmerica,Client_423,2024-03-10 09:35:09,8415983.7,Repo
UTI000164758UC69T0BEYPP6UI0VH62,MorganStanley,Client_14,2024-09-05 00:15:28,559916.05,Repo
UTI00016476G3GWAH4NZLMKLTTL7WZY,BNPParibas,Client_339,2024-11-09 12:06:43,5518940.45,Repo
UTI00016477HDGVO1K4PMCPTWLFTFS1,BankofAmerica,Client_418,2024-11-04 10:10:06,1010059.84,Bond
UTI00016478QACV4JONG1J0PGUANV6F,,Client_197,2024-08-09 23:58:34,,IRS
UTI00016479XQMYFTBH0Q0FYQM44Z9A,BNPParibas,Client_153,2024-03-23 03:00:45,2006676.2,CommoditySwap
UTI00016480FNN6AELGKPEE6IWNP4DX,DeutscheBank,Client_84,2024-11-11 01:57:30,5064534.45,CommoditySwap
UTI00016481JJS4J2Z6U7OPQQL31ES3,MorganStanley,Client_156,2025-05-27 17:27:58,7712609.53,EquitySwap
UTI000164820NNSCIJFFXOINGLGUYFR,GoldmanSachs,Client_94,2024-05-30 11:58:11,998407.76,IRS
UTI00016483DU6QWJZER7SFGWH317GU,BankofAmerica,Client_218,2024-08-13 20:23:02,8366157.41,FXForward
UTI00016484GI79F7W7LU6PBTDYLKCO,BankofAmerica,Client_70,2025-02-28 18:34:32,4961504.36,FXForward
UTI00016485XQJ386BOZ1DF4RAE3IZ3,BankofAmerica,Client_332,2024-04-27 06:50:56,9873986.39,Repo
UTI00016486O4PK2G4I44BRO52DEUC9,JPMorgan,Client_95,2024-11-15 04:43:50,6722702.44,FXForward
UTI0001648786TNLMTOH7GPAO6J0GE7,BNPParibas,Client_454,2024-04-29 04:21:35,7526199.9,
UTI00016488ICQWUHA1GCD03F9V1BES,BNPParibas,Client_25,2024-12-15 01:20:32,1077798.52,Repo
UTI000164894L4M9YQE01BZHLL7W2KG,HSBC,Client_295,2024-11-11 19:06:40,5703359.84,FXForward
UTI00016490JRLHHEYXRDFXA6OOA793,CreditSuisse,Client_282,2024-05-29 21:48:06,8234535.32,EquitySwap
UTI000164915390L210KBWLZKDFUR0T,CreditSuisse,Client_418,2024-06-24 09:24:49,5976023.69,Bond
UTI00016492T9OP93F8HBOIAJ036B78,BNPParibas,Client_39,2024-05-29 05:47:40,6098918.93,IRS
UTI000164936WKMM51VQMDFLGVYC26P,HSBC,Client_440,2024-03-30 13:58:32,5032457.98,FXForward
UTI00016494I5FD2WBYJPBB3HC91RD0,HSBC,Client_336,2024-03-07 01:44:49,9440899.32,IRS
UTI00016495JMSTKNUA3JJL20KWBYKV,UBS,Client_151,2024-04-06 10:20:54,2519310.78,CDS
UTI00016496558M1UPWR8P3ES2YCSP4,GoldmanSachs,Client_264,2025-04-08 15:52:42,7927465.18,FXForward
UTI000164976HVWOAID4FTWZLKIOKVG,BankofAmerica,Client_474,2025-01-18 23:35:13,848426.31,
UTI00016498OUSG33A9DK64NI6CEHRO,GoldmanSachs,Client_399,2024-06-09 04:56:01,8301506.25,EquitySwap
UTI00016499FHSW17AITORWNHDE9WFM,CreditSuisse,Client_422,2024-12-27 13:50:45,4719763.01,CommoditySwap
UTI000165000JQH1WT8DD74B57HWDJR,BNPParibas,Client_103,2024-08-23 22:18:02,9695950.35,FXForward
UTI0001650134ANDZUR7X4YRTZ4GYOA,UBS,Client_85,2024-10-31 01:40:48,7903385.09,CDS
UTI000165028MSS5S4SCJ5BER7A7FR4,MorganStanley,Client_37,2024-07-10 12:53:23,4331697.21,CDS
UTI00016503KMXVVD47YR5WOIOHZQL5,MorganStanley,Client_318,2024-12-27 23:49:38,5164209.63,Repo
UTI00016504EUS6W1ZRY4TPXBIRPKA4,BNPParibas,Client_127,2024-09-02 01:51:55,7795001.61,IRS
UTI00016505T3T2ISJS5N0CP2HJEFIM,,Client_343,2024-05-18 21:45:31,,FXForward
UTI00016506TLFIX2QLO9E23JLH8IWC,DeutscheBank,Client_496,2025-04-18 08:18:57,4238363.18,Repo
UTI00016507N0UNHRXEB95WNCQUVPXW,DeutscheBank,Client_437,2024-12-12 18:52:51,759308.21,Repo
UTI000165082WB2IAR8EP3BZOP2B80M,MorganStanley,Client_490,2025-01-08 03:18:55,2430081.29,CDS
UTI00016509BZEBKVI3PLWCV0ZOJZ2P,BNPParibas,Client_68,2024-07-05 09:07:16,2442443.23,IRS
UTI00016510Z2CQAPGI63XNE2XQL5F3,HSBC,Client_498,2024-06-07 04:34:52,9799528.02,IRS
UTI00016511Q9371HG36TIXZVHMDEEA,,Client_456,2024-06-03 00:22:30,4973775.81,EquitySwap
UTI00016512DVK2HS8IB6E16AWXN2V4,CreditSuisse,Client_222,2024-04-21 03:00:47,6534615.44,CDS
UTI000165133YC229HNROMKH2BJAE4Z,Citigroup,Client_183,2024-04-30 00:26:15,3541724.08,CDS
UTI00016514GV16MRVM7YRAT92TD3NZ,JPMorgan,Client_239,2024-03-01 19:19:58,5054358.35,Repo
UTI00016515Q3WGATSXY0TQU8JKJ269,GoldmanSachs,Client_352,2024-02-29 18:57:20,1219036.11,FXForward
UTI00016516SSMR32CNAXOZ2D2LKIGY,BankofAmerica,Client_488,2024-12-03 20:43:31,469007.83,Bond
UTI00016517TWH7MA1DBE4GW5ZO4GUZ,UBS,Client_125,2024-01-10 06:02:38,9828777.97,Bond
UTI00002089MAXZUIMLFHYHBIWG7PG5,MorganStanley,Client_123,2025-01-08 00:13:46,5495938.15,Repo
UTI00016519GO8TQS00UI6JJNG0CJLB,UBS,Client_203,2024-06-19 23:46:58,3482053.48,IRS
UTI00016520JG98UG5Z3ILWT08C9GY3,JPMorgan,Client_163,2024-06-22 07:19:53,8189123.24,Bond
UTI00016521WOJ1SNHRK882FAC2EKLX,BNPParibas,Client_353,2024-11-25 05:39:48,6881989.82,EquitySwap
UTI000165226Z71N6WO6MXT0XVALBZS,UBS,Client_472,2025-05-27 13:46:34,9576783.59,EquitySwap
UTI000165232LFUGHZ7W0YRDRWJZ3C5,DeutscheBank,Client_248,2024-06-10 00:56:11,376026.98,CDS
UTI00016524ZQ6SMI8EBECZOXUS2M4F,UBS,Client_248,2024-12-19 18:06:05,9808501.42,IRS
UTI00016525WRHG1QBLWII1QZSXQGYP,BNPParibas,Client_58,2024-01-21 15:12:48,3707677.61,CDS
UTI00016526BZ6WPUPCBUXOFWCWHEQW,BankofAmerica,Client_289,2025-03-11 05:22:35,3484833.82,CDS
UTI00016527GS2T0HCMSXBXB6KRK4WX,UBS,Client_433,2024-11-28 00:47:13,7303081.1,Bond
UTI0001329953B2KRDC5GC7NMS566JT,,Client_137,2025-02-14 09:31:48,6816740.04,Bond
UTI0001652950NMMIXIQ4AKYGTTHY83,MorganStanley,Client_432,2024-05-28 03:49:10,2748330.08,Repo
UTI00016530941E473EH1EEBSPSVP9E,Citigroup,Client_246,2024-10-12 07:17:01,4535638.79,IRS
UTI0001653177TNMZGIMSJABDM7SKDL,CreditSuisse,Client_315,2025-03-14 16:09:37,1744433.08,EquitySwap
UTI0001653278PI7GONUZ1A7A5CHIPB,BankofAmerica,,2024-08-16 08:04:29,,Bond
UTI00016533HZ0ADKBZSP9M9DS7W8AJ,CreditSuisse,Client_440,2025-04-15 01:43:10,8931677.81,Bond
UTI000165345OIE2Z84KXJ35AY1O9JG,MorganStanley,Client_159,2024-10-27 02:33:57,2054055.23,CDS
UTI00016535JOYHI1LPGAS9VT04P4AH,DeutscheBank,Client_173,2024-09-20 01:07:41,8004492.28,Bond
UTI00016536W18YLOA3W0ILGC6NN1UZ,BankofAmerica,Client_47,,8362862.77,Repo
UTI00016537GJJ9FK1U6CJ3C77CPVKL,BankofAmerica,Client_392,2025-03-18 09:22:01,1453389.24,FXForward
UTI000165383V4WNVSY1Y6FMB2RBRH3,HSBC,Client_185,2025-03-07 04:45:27,7740257.35,CDS
UTI000165393IO0W01DUF4Z69Y5GMQ2,MorganStanley,Client_115,2024-07-06 21:55:23,7988810.04,IRS
UTI000165404VL2YN3IYF4J1GZ3Z5ZT,DeutscheBank,Client_478,2024-03-26 09:29:11,9836534.89,CommoditySwap
UTI00016541BPYTP23SJIU0EAUOF58D,BankofAmerica,Client_28,2024-02-26 09:44:03,1176505.76,FXForward
UTI00016542R2AKHPJ1A2CSK3MWJ3ZZ,CreditSuisse,Client_491,2025-05-18 19:46:55,9496921.17,CommoditySwap
UTI00016543KXS6X4ZRTHXJYPZN5ZN3,DeutscheBank,Client_312,2024-02-06 01:19:53,2359099.66,CommoditySwap
UTI000165442Q96Q3UYZTFNL7WXBKDB,BNPParibas,Client_438,2025-02-03 20:26:22,2729370.25,CDS
UTI000165453EZJZ4PUOFPFJ7IF8K2O,JPMorgan,Client_183,2025-03-08 15:06:02,5845715.08,CDS
SHORT,MorganStanley,Client_386,2024-05-31 15:15:15,3320465.16,Bond
UTI00016547MA2MI3VQJJ7JTX3I9FRR,Citigroup,Client_84,2025-03-21 23:27:27,6173347.27,FXForward
UTI000165487JNK8JT2IZRFIVIJD5I0,MorganStanley,Client_157,2024-07-07 05:21:28,2463423.15,EquitySwap
UTI00002084A11JJ385A9GU795QKTOW,HSBC,Client_322,2024-06-12 12:22:09,2601227.17,CDS
UTI00016550D48SX5P5CRAEW7VFT4KW,JPMorgan,Client_445,2024-03-30 06:30:36,3752438.42,FXForward
UTI000165512W8PRKWPBVR8C3V4X25X,MorganStanley,Client_190,2025-04-23 10:43:37,3196274.34,CommoditySwap
UTI000132503FMCTN436JR6C2Q5EH0Y,HSBC,Client_445,2024-07-18 11:04:22,8013719.98,FXForward
UTI00016553G4PU18LCYPNB5BYKTO6A,DeutscheBank,Client_235,2024-09-15 15:25:58,8250632.36,EquitySwap
UTI00016554IPOB7HHNI9IHXQZVSG6C,BankofAmerica,Client_350,2025-02-27 05:48:53,4133926.87,Bond
UTI000165556XJN1MFGQQP8LOPC77GQ,DeutscheBank,Client_435,2024-04-08 13:49:07,7968595.31,CDS
UTI00016556SYRHUM77FKBPO37N7WSV,BankofAmerica,Client_181,2025-03-01 15:21:30,7382623.88,EquitySwap
UTI00016557UUBBC68BKGVEJXW2GKIN,MorganStanley,Client_247,2024-05-03 13:52:57,3904678.39,Repo
UTI000165588AQUCPHLRC1N8D2LZAKX,BankofAmerica,Client_29,2024-05-27 20:19:23,465099.98,CDS
UTI0001655963S783QXENDZCQPCEECA,JPMorgan,Client_322,2024-05-25 06:59:11,902331.4,CDS
UTI00016560IHKRRS2HIBUQZPILHDS8,BNPParibas,Client_290,2024-05-14 09:27:12,7825529.31,CDS
UTI00016561VU8CCFSAQ3EXLFWHMKBN,BNPParibas,Client_305,2024-11-30 15:12:13,8875869.54,IRS
UTI00016562EK7SESZCJJDFQKKKLPZ2,DeutscheBank,Client_33,2024-10-10 04:27:17,4716269.92,CDS
UTI000165634OLA8Q0N0W59OKP3V1HU,CreditSuisse,Client_202,2024-04-10 20:09:28,7459648.15,CDS
UTI00016564KWMFNACTHAXD3SO5IQA7,,Client_251,2024-07-15 16:46:05,1400517.68,CommoditySwap
UTI00016565YNGZF18VU1WZC8DH44DA,CreditSuisse,Client_477,2024-09-23 21:47:09,7427489.94,CommoditySwap
UTI00016566N1PDV1L11GMTA02UQ2RZ,DeutscheBank,Client_139,2025-04-26 01:05:24,8720753.81,FXForward
UTI000165679V6XK7O7C9AVDS2JOPHH,MorganStanley,Client_475,2025-01-28 01:49:59,6626892.14,Repo
UTI000165689010BL5GLSB3DK0Y5I8B,MorganStanley,Client_422,2025-05-01 17:06:21,5506661.87,Repo
UTI000165699F3P7TYOINJB02CCZOXQ,BNPParibas,Client_50,2024-09-27 10:37:44,1740270.92,CommoditySwap
UTI00016570YI9JVTITPL51YKOOCRU6,CreditSuisse,Client_275,2024-03-10 09:32:52,8393470.38,IRS
UTI00016571UH1AIVSBTRBNEI4UKOLJ,UBS,Client_71,2024-02-13 05:45:56,2650163.34,Repo
UTI000165728OAFKFKNQXO3G51FNK0Z,HSBC,Client_410,2025-01-11 22:36:25,9349705.36,CommoditySwap
UTI00016573BF521SR0PGFQ2HLA15BT,BankofAmerica,Client_122,2024-03-17 10:11:01,9698808.61,EquitySwap
UTI00016574O1DKKQV7ABXXMMI0Q2ID,HSBC,Client_489,2024-01-31 18:09:46,404605.85,FXForward
UTI00016575ZUO6GQW778C36VFUB9EH,GoldmanSachs,Client_480,2025-03-01 05:08:33,5397837.16,IRS
UTI00016576P9BPZA1IV0FGVUUE81H2,DeutscheBank,Client_178,2024-02-27 06:07:22,4744684.08,
UTI000165771XSZV672IYHWG9I2FKUE,HSBC,Client_71,2024-06-24 01:30:10,1618111.47,Repo
UTI00016578XHPJNRXFRV3KRFKGJ82B,JPMorgan,Client_204,2024-06-04 14:53:59,7412468.11,FXForward
UTI00016579N026FTED5DZ5I4SMNLOD,HSBC,Client_432,2024-08-25 12:44:29,5987774.54,FXForward
UTI000020598T5QXGYWNO4CA5CSZJWF,GoldmanSachs,Client_462,2024-09-20 00:24:26,2083669.16,EquitySwap
UTI00016581TLWPDD782ZNXTJQZNXZL,UBS,Client_246,2024-02-26 12:24:50,744689.83,EquitySwap
UTI00016582JZCBG7ZIJNBPUX90KUVD,,Client_268,2024-06-14 23:34:55,2003840.04,Repo
UTI00016583WPQ8HVM13OLJJNUMA7Q8,GoldmanSachs,Client_320,2024-08-21 17:00:06,2265334.9,CommoditySwap
UTI0001658443Q95TBXQ680NH3NRTVA,Citigroup,Client_447,2024-03-19 07:42:29,180468.06,FXForward
UTI00016585OFS6NY1WEPANBOK95VG2,GoldmanSachs,Client_116,2025-04-02 06:09:48,7631078.03,Bond
UTI00016586DK30J1J5AO6USD935T50,MorganStanley,Client_203,2024-07-09 07:18:59,306770.2,Repo
UTI00016587RQRDZHJXWUGCP2PNEFVH,CreditSuisse,Client_463,2024-07-15 18:24:33,5915120.68,CommoditySwap
UTI000165885EXU6JT7P4A8CFW7B900,Citigroup,Client_229,2024-01-03 10:50:13,1013516.01,Repo
UTI00016589VU6S9O3BMOX6B82P0KQ5,HSBC,Client_406,2025-02-27 04:33:07,149391.12,CDS
UTI00001940UXM9SSSEN4Z51CXX8F3S,DeutscheBank,Client_89,2024-06-27 07:30:39,5383190.15,IRS
UTI00016591DDMIUABG47SIH4LNUANE,Citigroup,Client_346,2024-11-29 15:51:48,8225618.71,Repo
UTI00016592C8771JRQNAR1KZT6NR1S,Citigroup,Client_77,2025-04-30 10:20:05,4270067.63,Repo
UTI00016593LEHGC68AB96KWLCNZ1N0,MorganStanley,Client_289,2024-12-22 18:50:34,854332.3,EquitySwap
UTI00016594MOIHDAVMZMBPPO0V390Z,Citigroup,Client_393,2024-12-15 04:41:59,7567092.73,Bond
UTI00016595W66YT5P8QVKY6YLSQ1PK,Citigroup,Client_216,2024-11-08 07:49:34,4589742.95,Bond
UTI0001659601KBBA5LYY3G0SFSX6BR,Citigroup,Client_86,2024-04-10 09:56:28,7907825.56,IRS
UTI00016597YU8HPUWO1RG6DBT9GHLX,UBS,Client_470,2025-03-21 07:19:33,4963070.17,Bond
UTI00016598PG676WGRNJLMT82SEYX6,MorganStanley,Client_17,2024-09-04 13:43:48,5353429.72,EquitySwap
UTI00016599LYNEYW17H1KJ8APFYTVE,CreditSuisse,Client_398,2025-03-09 14:36:55,7393126.71,Repo
UTI000166000Y3FSNC8JMMAO50TGED6,BankofAmerica,Client_161,2025-05-08 21:13:01,1698196.76,EquitySwap
UTI00016601PSDR8MM56M7GY768CALW,MorganStanley,Client_390,2025-01-15 06:20:30,4633218.14,CommoditySwap
UTI00016602OXHNEMFW8FH0W4RY2UVB,GoldmanSachs,Client_42,2024-12-24 08:33:08,6862690.65,IRS
UTI00004962TME9EZ9EOTM1O7HLFHSK,GoldmanSachs,Client_41,2024-03-09 09:37:23,4188973.88,
UTI0001660481FCPZEPT72PQRQPDN1B,HSBC,Client_168,2024-07-16 20:39:06,3421162.14,Bond
UTI00016605L583BIP5H3FDACECRSKS,JPMorgan,Client_235,2024-11-17 16:01:40,5404563.44,Bond
UTI00016606XRZOBXL4EZL9AFUE4AKD,GoldmanSachs,Client_16,2024-08-10 03:28:24,9257957.56,Repo
UTI00016607SGUNWBLANKNX2VMM6YDT,HSBC,Client_420,2024-11-19 09:49:36,67841.45,Bond
UTI00016608U32O4V6CF8LYJYLF6DBC,JPMorgan,Client_191,2025-05-04 14:34:16,7944441.45,Bond
UTI00016609MIRPAW3ZUWV2LQJE4041,DeutscheBank,Client_371,2024-03-01 17:34:36,4513077.6,IRS
UTI000166103XTEI7QQUF25WH5N8Q34,DeutscheBank,Client_430,2024-06-14 11:07:25,9938087.88,EquitySwap
UTI00016611VOGXZWURM2BB7B2L77E3,JPMorgan,Client_158,2024-11-27 20:41:54,2638632.47,EquitySwap
UTI000166127Q0QTK2NSPHQW9SOOODF,JPMorgan,Client_481,2025-05-05 03:13:20,7986289.67,EquitySwap
UTI000166136TDBQ47VERJOJ96ECSWF,Citigroup,Client_440,2025-03-07 10:55:04,280939.56,CommoditySwap
UTI00016614UDP4HUX588R3L92NJHLL,GoldmanSachs,Client_174,2025-04-11 21:03:09,309817.52,Bond
UTI00016615VC20XGTY1HYGIJ7W4C7M,MorganStanley,Client_161,2024-04-12 09:22:10,7262286.84,CDS
UTI00016616N5TI86PACC4XGL1ITIIF,UBS,Client_136,2025-02-11 02:12:46,8160454.5,Bond
UTI000166173GTCGWG4I6PQLN17QT1L,HSBC,Client_28,2024-07-18 17:18:08,4918824.22,IRS
UTI00016618SSBO6C6H1LIG2HA7GP38,BankofAmerica,Client_92,2025-05-01 13:39:17,5499497.26,FXForward
UTI00016619RFJ520A6V80ZOVSYRQ3L,JPMorgan,Client_139,2024-12-15 06:29:53,9252730.7,EquitySwap
UTI000166206TODWD4R0LK5XRQZPQUV,Citigroup,Client_71,2024-11-04 13:23:53,2877623.63,CDS
UTI00016621U5ZW5W6N2IU9JH87ARXH,BankofAmerica,Client_443,2024-08-12 11:03:22,7020360.04,EquitySwap
UTI00016622TOYUGPUCEBSCRC3ET3XF,MorganStanley,Client_463,2024-07-03 04:02:39,6994543.95,Repo
UTI00016623VB8KZZ2W5A5AGKQ1H5BG,CreditSuisse,Client_71,2024-07-20 12:56:32,6763616.41,IRS
UTI00016624PHU8HZCFUS4L492VDLET,HSBC,Client_123,2024-05-22 22:28:22,4868081.24,Bond
UTI00016625FARKZXODKQ36WVDMXD29,BankofAmerica,Client_338,2025-05-10 07:05:23,4762078.22,Bond
UTI00016626D2RQCRV9E531AXIJ1HHW,JPMorgan,Client_293,2025-04-16 16:23:43,8199788.44,EquitySwap
UTI00016627XZ5IST4T86UZTR9BOBVJ,GoldmanSachs,Client_205,2024-03-11 02:32:01,3432081.39,Repo
UTI000166288XWATB31E320NAMVCBA1,BNPParibas,Client_222,2025-05-26 01:25:00,4597419.17,CDS
UTI0001662987W2PCDNWSBKH2M3WVP2,JPMorgan,Client_108,2025-02-22 11:38:23,6850465.01,Bond
UTI000166305K1BRA1WYLULRXK8WJLM,GoldmanSachs,Client_109,2025-01-27 19:49:00,9281598.87,CommoditySwap
UTI00016631Z2XXRU8LGOHYUKZ04ARY,DeutscheBank,Client_475,2025-02-12 20:31:51,1978093.89,
UTI000166326AFNQCN8CE0T7WGZ22J7,,Client_249,2025-05-19 12:03:32,9909375.9,CommoditySwap
UTI0001663370POHPIHKHIKLAUL9YKT,MorganStanley,Client_256,2025-04-03 18:46:01,4525131.22,Repo
UTI000166343TAEVGJI6QKZAO8YJLNR,BNPParibas,Client_177,2024-10-08 01:08:10,213998.08,CommoditySwap
UTI00016635O15DWPXBJYAPVSPEF534,MorganStanley,Client_360,2024-08-14 16:33:01,9550055.3,EquitySwap
UTI00016636ZX2HF5KZX37WYIASWRYU,CreditSuisse,Client_390,2024-07-13 23:20:27,8385734.52,EquitySwap
UTI00016637HOYMEILDPSCREYKNMQD6,DeutscheBank,Client_386,2024-08-17 23:58:22,9971043.22,EquitySwap
UTI00016638OEGGGIK83QV3E833OC2G,JPMorgan,Client_177,2024-08-18 13:28:04,2726444.06,Repo
UTI00016639AABVC6WTHVBZI06AYFR5,UBS,Client_235,2024-01-08 17:00:47,3037562.77,CommoditySwap
UTI00016640PC5K65Y7B0K4Y3ZG4DDA,GoldmanSachs,Client_59,2024-04-24 06:38:10,5161632.31,FXForward
UTI00016641O52VR0JIGGNBWOGW9Z5C,CreditSuisse,Client_451,2025-04-16 04:45:03,2377062.4,FXForward
UTI000166427O79MEWSUIYFYG2D9R9Q,HSBC,Client_322,2025-01-30 12:42:34,3884554.58,Bond
UTI00016643LIBRX0D1U6C967416S8L,GoldmanSachs,Client_392,2025-04-28 17:20:39,6801988.93,EquitySwap
UTI00016644PZTCOCVGTBTHNX5D4DVH,HSBC,Client_183,2025-05-02 06:44:59,8046100.08,Repo
UTI00016645AGAVXFW675KOCD3X7XEX,CreditSuisse,Client_4,2025-03-27 04:17:25,5558851.22,EquitySwap
UTI00016646EAQNLUGIZZM7FBNYVFQZ,GoldmanSachs,Client_351,2024-07-21 08:36:13,1470856.42,EquitySwap
UTI00016647QSVONPJ7LEQU0GSAJWOL,BankofAmerica,Client_283,2024-01-05 18:54:50,6938712.41,Repo
UTI00016648E2Z3ZFVNDKIDDYVSKYLA,BNPParibas,Client_183,2025-02-18 09:58:08,9894203.56,FXForward
UTI0001664907IC95MWKBW7R5JEPIZ7,CreditSuisse,Client_428,2024-09-06 21:41:47,2628882.4,CDS
UTI000166509HH9A7BGDHQARSMIEDGY,HSBC,Client_433,2024-12-07 12:00:49,4259202.39,EquitySwap
UTI00008811LOB8D82I7G6UMLNBUTRX,BankofAmerica,Client_423,2024-12-09 14:56:53,,Repo
UTI00016652JP9WLU8OPMSJQFEX4QGZ,MorganStanley,Client_134,2025-01-29 01:56:52,3170038.07,FXForward
UTI00016653Q7KEQBLYIJSVUNCBYA74,,Client_106,2024-06-18 01:26:52,8034684.62,FXForward
UTI00016654D7Y9C70V07EKHOX6VUVA,DeutscheBank,Client_128,2024-01-18 16:20:29,7006166.64,Bond
UTI00006517LYDW0F764EOVHAPW4XFQ,BankofAmerica,Client_232,2025-05-23 09:37:00,4258442.07,FXForward
UTI00016656X0EOYRHDGCZONT8TOJS6,MorganStanley,Client_92,2025-04-12 02:24:38,8164912.42,FXForward
UTI00016657JJ3E1L16WNEFWJQRDAO8,MorganStanley,Client_91,2024-11-10 05:43:47,3634604.28,IRS
UTI00016658KMRTQBDGNJXTQE3OYH0K,CreditSuisse,Client_282,2025-05-14 02:46:02,2905533.24,FXForward
UTI00016659LVXZN4VTX6XFMNRKX7VO,GoldmanSachs,Client_161,2025-05-14 07:39:34,7259785.88,Repo
UTI000166604IH7EP5QRZO35EJONYVI,Citigroup,Client_352,2025-03-05 05:27:39,1041758.6,Bond
UTI00016661VCDJUB0KL6F65BL0N830,BNPParibas,Client_178,2024-01-15 19:27:36,9695270.78,CommoditySwap
UTI000166626F2OG87CSZIHSXGD43LM,MorganStanley,Client_265,2024-09-03 06:02:30,6332954.22,Bond
UTI000166637OB58WO2XMMU2ZPUZHNC,BNPParibas,Client_347,2025-01-07 16:58:10,8262177.47,FXForward
UTI00016664F8P6A822I0T1NSN0MAR7,BankofAmerica,Client_226,2024-08-19 20:19:02,784266.7,Bond
UTI00016665UAH6FV8OYZY18M0P6BDV,Citigroup,Client_176,2024-04-05 11:38:52,2629007.56,CDS
UTI00016666GWBD4GXNB28PKCQNWPA2,DeutscheBank,Client_224,2024-04-17 01:51:56,6707862.9,Bond
UTI000166679QV5XEE28ZXM932VHL59,CreditSuisse,Client_172,2025-03-20 10:57:37,6275534.86,FXForward
UTI000166684JX6APIT3Q02NPPO6P2R,MorganStanley,Client_91,2024-11-03 01:22:15,1098700.72,EquitySwap
UTI00016669023Y1DYYI18LBFUGCC7R,CreditSuisse,Client_27,2025-05-12 18:46:54,18804.96,CommoditySwap
UTI00016670HNMIQT02WV8Q5NIT9628,UBS,Client_313,2025-04-17 18:13:11,,Repo
UTI00016671NKFLWPNFNMJN6HQ89FWD,HSBC,Client_436,2024-04-26 16:53:36,197747.36,EquitySwap
UTI00016672B1U9YLG8TVPID2I1YORP,UBS,Client_311,2024-09-26 00:18:54,4052168.13,EquitySwap
UTI00016673BVTFLNG84ZHZ584UAIAM,JPMorgan,Client_87,2024-10-25 20:31:39,2894811.13,IRS
UTI00016674YVKRBW9M51UQ9X97A7IR,HSBC,Client_317,2025-01-12 04:42:56,4812033.92,CommoditySwap
UTI00016675IA9UNDHYE4FG0TF46MN3,UBS,Client_37,2024-09-11 09:02:10,5477518.43,
UTI00004807S2HQ81IVYZD9RCVRNCNH,Citigroup,Client_429,2024-06-22 22:24:40,5656993.05,FXForward
UTI0001667737LBGUP1AI9BARVGHS3H,BankofAmerica,Client_472,2025-02-19 06:18:37,2906560.51,CDS
UTI00016678SC4ZL3QXJ7BKMCJATW4R,UBS,Client_109,2025-02-01 15:02:31,8237561.27,Repo
